-98,-82
85,9
68,17
-52,6
99,-77
-63,96
50,79
70,-72
80,-88
-38,-19
-88,-13
-11,-97
67,48
71,-56
-67,88
91,-74
-32,-33
-1,-47
45,-53
-7,8
-96,71
-85,100
32,-59
-61,78
85,50
-62,-30
-90,-42
-79,-13
61,-57
76,51
57,-42
2,-50
-13,-6
-69,23
-63,-7
18,67
-17,62
-11,-71
11,-56
12,-49
-40,57
39,25
-17,90
98,-20
-35,54
32,81
69,-21
78,79
95,-84
70,-14
14,-49
14,-60
35,-58
-12,17
73,-32
6,-80
-70,30
-99,-19
-2,92
-74,32
44,-93
-71,21
-20,52
-63,1
-20,22
-91,-76
-35,58
-16,-18
-91,-97
64,95
-44,-50
47,-16
-45,42
67,-31
82,-46
-5,-73
-78,-9
49,-36
41,-40
-3,23
72,-37
22,45
-65,45
-92,-12
0,-71
41,22
38,-93
41,-43
-71,-65
-40,58
-3,-73
86,59
-33,-47
-27,-74
-37,-54
65,73
-44,-27
91,60
-90,99
-27,-38
44,-44
44,-35
-55,-81
90,77
-95,-81
